user,rate_blink_left,rate_blink_right,rate_smile_or_not,feel
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,1,0.99,0.03,0
1,1,0.99,0.03,0
1,1,0.99,0.03,0
1,1,0.99,0.1,0
1,1,0.99,0.1,0
1,1,0.99,0.1,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.03,0
1,0.99,0.99,0.01,1
1,0.99,0.99,0.01,1
1,0.99,0.99,0.01,1
1,0.99,0.99,0.01,1
1,0.99,0.99,0.01,1
1,0.99,0.99,0.01,1
1,0.99,0.99,0.01,1
1,1,0.99,0.04,1
1,1,0.99,0.04,1
1,1,0.99,0.04,1
1,0.99,0.99,0.03,1
1,0.99,0.99,0.03,1
1,0.99,0.99,0.03,1
1,0.91,0.99,0.01,1
1,0.91,0.99,0.01,1
1,0.91,0.99,0.01,1
1,0.96,0.99,0.01,1
1,0.96,0.99,0.01,1
1,0.96,0.99,0.01,1
1,0.96,0.99,0.01,1
1,0.9,0.99,0.01,1
1,0.9,0.99,0.01,1
1,0.9,0.99,0.01,1
1,0.8,0.99,0.01,1
1,0.8,0.99,0.01,1
1,0.8,0.99,0.01,1
1,0.91,0.99,0.02,1
1,0.91,0.99,0.02,1
1,0.91,0.99,0.02,1
1,0.99,0.99,0.05,1
1,0.99,0.99,0.05,1
1,0.99,0.99,0.05,1
1,0.99,0.99,0.05,1
1,0.92,0.99,0.04,1
1,0.92,0.99,0.04,1
1,0.92,0.99,0.04,1
1,0.99,0.99,0.01,1
1,0.99,0.99,0.01,1
1,0.99,0.99,0.01,1
1,0.86,0.99,0.01,1
1,0.86,0.99,0.01,1
1,0.86,0.99,0.01,1
1,0.81,0.99,0.03,1
1,0.81,0.99,0.03,1
1,0.81,0.99,0.03,1
1,0.92,0.99,0.02,1
1,0.92,0.99,0.02,1
1,0.92,0.99,0.02,1
1,0.72,0.88,0.03,1
1,0.72,0.88,0.03,1
1,0.72,0.88,0.03,1
1,0.83,0.99,0.01,1
1,0.83,0.99,0.01,1
1,0.83,0.99,0.01,1
1,0.95,0.71,0.01,1
1,0.95,0.71,0.01,1
1,0.95,0.71,0.01,1
1,0.96,0.94,0.01,1
1,0.96,0.94,0.01,1
1,0.96,0.94,0.01,1
1,0.99,0.84,0,2
1,0.99,0.84,0,2
1,0.99,0.84,0,2
1,0.99,0.84,0,2
1,0.99,0.84,0,2
1,0.99,0.84,0,2
1,0.99,0.99,0.06,2
1,0.99,0.99,0.06,2
1,0.99,0.99,0.06,2
1,0.99,0.99,0.06,2
1,0.99,0.99,0.06,2
1,0.99,0.99,0.06,2
1,0.37,0.29,0.09,2
1,0.37,0.29,0.09,2
1,0.37,0.29,0.09,2
1,0.37,0.29,0.09,2
1,0.99,0.99,0.05,2
1,0.99,0.99,0.05,2
1,0.99,0.99,0.05,2
1,0.99,0.99,0.05,2
1,0.99,0.99,0.05,2
1,1,0.99,0.01,2
1,1,0.99,0.01,2
1,1,0.99,0.01,2
1,1,0.99,0.01,2
1,0.99,0.99,0.05,2
1,0.99,0.99,0.05,2
1,0.99,0.99,0.05,2
1,0.99,0.99,0.38,2
1,0.99,0.99,0.38,2
1,0.99,0.99,0.38,2
1,0.99,0.99,0.43,2
1,0.99,0.99,0.43,2
1,0.99,0.99,0.43,2
1,1,0.99,0.52,2
1,1,0.99,0.52,2
1,1,1,0.53,2
1,1,1,0.53,2
1,0.99,0.99,0.55,2
1,0.99,0.99,0.55,2
1,0.99,0.99,0.55,2
1,0.99,1,0.48,2
1,0.99,1,0.48,2
1,0.99,1,0.48,2
1,0.99,1,0.48,2
1,1,0.99,0.57,2
1,1,0.99,0.57,2
1,1,0.99,0.57,2
1,1,0.99,0.42,2
1,1,0.99,0.42,2
1,1,0.99,0.42,2
1,1,0.99,0.31,2
1,1,0.99,0.31,2
1,1,0.99,0.31,2
1,1,0.99,0.3,2
1,1,0.99,0.3,2
1,1,0.99,0.3,2
1,1,0.99,0.54,2
1,1,0.99,0.54,2
1,1,0.99,0.54,2
1,0.99,1,0.01,2
1,0.99,1,0.01,2
1,0.99,1,0.01,2
1,1,1,0.01,2
1,1,1,0.01,2
1,1,1,0.01,2
1,1,1,0.01,2
1,0.99,0.99,0.02,2
1,0.99,0.99,0.02,2
1,0.99,0.99,0.02,2
1,0.99,0.99,0.02,2
1,0.99,0.99,0.02,2
1,0.99,0.99,0.01,2
1,0.99,0.99,0.01,2
1,0.99,0.99,0.01,2
1,0.99,0.99,0.01,2
1,0.99,0.99,0.01,2
1,0.96,0.6,0.01,2
1,0.96,0.6,0.01,2
1,0.96,0.6,0.01,2
1,0.96,0.6,0.01,2
1,0.96,0.6,0.01,2
1,0.96,0.6,0.01,2
1,0.99,0.99,0.08,2
1,0.99,0.99,0.08,2
1,0.99,0.99,0.08,2
1,0.99,0.99,0.08,2
1,0.99,0.99,0.46,2
1,0.99,0.99,0.46,2
1,0.99,0.99,0.46,2
1,1,0.99,0.14,2
1,1,0.99,0.14,2
1,1,0.99,0.14,2
1,1,0.99,0.1,2
1,1,0.99,0.1,2
1,1,0.99,0.1,2
1,1,0.99,0.04,2
1,1,0.99,0.04,2
1,1,0.99,0.04,2
1,1,0.99,0.11,2
1,1,0.99,0.11,2
1,1,0.99,0.11,2
1,0.99,0.99,0.04,2
1,0.99,0.99,0.04,2
1,0.99,0.99,0.04,2
1,0.99,0.99,0.04,2
1,1,0.99,0.09,2
1,1,0.99,0.09,2
1,1,0.99,0.09,2
1,0.99,0.99,0.05,2
1,0.99,0.99,0.05,2
1,0.99,0.99,0.05,2
1,0.99,0.99,0.08,2
1,0.99,0.99,0.08,2
1,0.99,0.99,0.08,2
1,1,0.99,0.1,2
1,1,0.99,0.1,2
1,1,0.99,0.1,2
1,0.99,0.99,0.19,2
1,0.99,0.99,0.19,2
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.02,0
1,0.99,0.99,0.02,0
1,0.99,0.99,0.02,0
1,1,1,0.01,0
1,1,1,0.01,0
1,1,1,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,0.99,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,0.99,1,0.01,0
1,0.99,1,0.01,0
1,0.99,1,0.01,0
1,0.99,1,0.01,0
1,0.99,1,0.01,0
1,0.99,1,0.01,0
1,1,1,0.01,0
1,1,1,0.01,0
1,1,1,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,1,0.01,0
1,1,1,0.01,0
1,1,1,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,1,0.99,0.01,0
1,0.99,0.99,0.12,1
1,0.99,0.99,0.1,1
1,0.99,0.99,0.1,1
1,0.99,0.99,0.1,1
1,0.99,1,0.13,1
1,0.99,1,0.13,1
1,0.99,1,0.13,1
1,0.8,0.99,0.03,1
1,0.8,0.99,0.03,1
1,0.8,0.99,0.03,1
1,0.8,0.99,0.03,1
1,0.99,0.99,0.08,1
1,0.99,0.99,0.08,1
1,0.99,0.99,0.08,1
1,0.99,0.92,0.1,1
1,0.99,0.92,0.1,1
1,0.99,0.92,0.1,1
1,0.99,0.92,0.1,1
1,0.99,0.92,0.1,1
1,0.99,0.92,0.1,1
1,0.92,0.94,0.07,1
1,0.92,0.94,0.07,1
1,0.92,0.94,0.07,1
1,0.92,0.94,0.07,1
1,0.92,0.94,0.07,1
1,0.94,0.89,0.02,1
1,0.94,0.89,0.02,1
1,0.94,0.89,0.02,1
1,0.94,0.89,0.02,1
1,0.94,0.89,0.02,1
1,0.94,0.89,0.02,1
1,0.99,0.99,0.12,1
1,0.99,0.99,0.12,1
1,0.99,0.99,0.12,1
1,0.99,0.99,0.12,1
1,0.99,0.99,0.12,1
1,0.8,0.94,0.09,1
1,0.8,0.94,0.09,1
1,0.8,0.94,0.09,1
1,0.68,0.93,0.05,1
1,0.68,0.93,0.05,1
1,0.68,0.93,0.05,1
1,0.02,0.02,0.03,1
1,0.02,0.02,0.03,1
1,0.02,0.02,0.03,1
1,0.99,0.99,0.1,1
1,0.99,0.99,0.1,1
1,0.99,0.99,0.1,1
1,0.99,0.99,0.1,1
1,0.99,0.99,0.1,1
1,0.99,0.99,0.1,1
1,0.93,0.98,0.03,1
1,0.93,0.98,0.03,1
1,0.93,0.98,0.03,1
1,0.93,0.98,0.03,1
1,0.93,0.98,0.03,1
1,0.93,0.98,0.03,1
1,0.51,0.68,0.04,1
1,0.51,0.68,0.04,1
1,0.51,0.68,0.04,1
2,0.99,0.99,0.16,2
2,0.99,0.99,0.16,2
2,0.99,0.99,0.16,2
2,0.99,0.99,0.16,2
2,0.99,0.91,0.2,2
2,0.99,0.91,0.2,2
2,0.99,0.91,0.2,2
2,0.99,0.91,0.2,2
2,0.99,0.91,0.2,2
2,0.99,0.91,0.2,2
2,0.64,0.65,0.14,2
2,0.64,0.65,0.14,2
2,0.64,0.65,0.14,2
2,0.64,0.65,0.14,2
2,0.64,0.65,0.14,2
2,0.64,0.65,0.14,2
2,0.99,0.82,0.12,2
2,0.99,0.82,0.12,2
2,0.99,0.82,0.12,2
2,0.99,0.82,0.12,2
2,0.99,0.82,0.12,2
2,0.99,0.82,0.12,2
2,0.88,0.83,0.16,2
2,0.88,0.83,0.16,2
2,0.88,0.83,0.16,2
2,0.39,0.17,0.21,2
2,0.39,0.17,0.21,2
2,0.39,0.17,0.21,2
2,0.39,0.17,0.21,2
2,0.39,0.17,0.21,2
2,0.39,0.17,0.21,2
2,0.39,0.17,0.21,2
2,0.99,0.85,0.44,2
2,0.99,0.85,0.44,2
2,0.99,0.85,0.44,2
2,0.99,0.85,0.44,2
2,0.99,0.85,0.44,2
2,0.99,0.85,0.44,2
2,1,1,0,2
2,0.99,0.98,0.92,2
2,0.99,0.98,0.92,2
2,0.99,0.98,0.92,2
2,0.99,0.98,0.92,2
2,0.99,0.98,0.92,2
2,0.99,0.98,0.92,2
2,0.99,0.99,0.9,2
2,0.99,0.99,0.9,2
2,0.99,0.99,0.9,2
2,0.99,0.99,0.9,2
2,1,1,0,2
2,0.34,0.8,0.96,2
2,0.73,0.8,0.96,2
2,0.73,0.8,0.96,2
2,0.73,0.8,0.96,2
2,0.73,0.8,0.96,2
2,0.73,0.8,0.96,2
2,0.73,0.8,0.96,2
2,0.73,0.8,0.96,2
2,0.73,0.8,0.96,2
2,0.62,0.77,0.95,2
2,0.53,0.56,0.98,1
2,0.68,0.56,0.98,1
2,0.68,0.56,0.98,1
2,0.68,0.56,0.98,1
2,1,1,0,1
2,0.58,0.55,0.95,1
2,0.89,0.87,0.34,1
2,0.89,0.87,0.34,1
2,0.89,0.87,0.34,1
2,0.89,0.87,0.34,1
2,0.89,0.87,0.34,1
2,0.89,0.87,0.34,1
2,0.99,0.99,0.28,1
2,0.99,0.99,0.28,1
2,0.99,0.99,0.28,1
2,0.99,0.99,0.22,1
2,0.99,0.99,0.22,1
2,0.99,0.99,0.22,1
2,0.99,0.99,0.22,1
2,0.99,0.99,0.22,1
2,0.99,0.99,0.22,1
2,0.99,0.99,0.22,1
2,0.99,0.99,0.19,1
2,0.99,0.99,0.19,1
2,0.99,0.99,0.19,1
2,0.99,0.99,0.19,1
2,1,0.99,0.17,1
2,1,0.99,0.17,1
2,1,0.99,0.17,1
2,0.99,0.99,0.15,1
2,0.99,0.99,0.15,1
2,0.99,0.99,0.15,1
2,0.99,0.99,0.14,1
2,0.99,0.99,0.14,1
2,0.99,0.99,0.14,1
2,0.99,0.99,0.11,1
2,0.99,0.99,0.11,1
2,0.99,0.99,0.11,1
2,0.99,0.99,0.08,1
2,0.99,0.99,0.08,1
2,0.99,0.99,0.08,1
2,0.99,0.99,0.13,1
2,0.99,0.99,0.13,1
2,0.99,0.99,0.13,1
2,0.99,0.99,0.13,1
2,0.99,0.99,0.12,1
2,0.99,0.99,0.12,1
2,0.99,0.99,0.12,1
2,0.99,0.99,0.12,1
2,0.99,0.99,0.11,1
2,0.99,0.99,0.11,1
2,0.99,0.99,0.11,1
2,0.2,0.71,0.1,1
2,0.2,0.71,0.1,1
2,0.2,0.71,0.1,1
2,0.2,0.71,0.1,1
2,0.99,0.99,0.09,1
2,0.99,0.99,0.09,1
2,0.99,0.99,0.09,1
2,0.99,1,0.12,1
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,1,1,0,0
2,0.36,0.46,0.01,0
2,0.99,0.99,0.01,0
2,0.99,0.99,0.01,0
2,0.99,0.99,0.01,0
2,0.99,0.99,0.01,0
2,0.99,0.99,0.01,0
2,0.99,0.99,0.01,0
2,0.83,0.99,0.06,0
2,0.83,0.99,0.06,0
2,0.83,0.99,0.06,0
2,0.83,0.99,0.06,0
2,0.99,0.99,0.12,0
2,0.99,0.99,0.12,0
2,0.99,0.99,0.12,0
2,0.98,0.99,0.1,0
2,0.98,0.99,0.1,0
2,0.98,0.99,0.1,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.1,0
2,0.99,0.99,0.1,0
2,0.99,0.99,0.1,0
2,0.92,0.99,0.14,0
2,0.92,0.99,0.14,0
2,0.92,0.99,0.14,0
2,0.87,0.99,0.08,0
2,0.87,0.99,0.08,0
2,0.87,0.99,0.08,0
2,0.87,0.99,0.08,0
2,0.87,0.85,0.11,0
2,0.87,0.85,0.11,0
2,0.87,0.85,0.11,0
2,0.81,0.99,0.19,0
2,0.81,0.99,0.19,0
2,0.81,0.99,0.19,0
2,0.88,0.99,0.16,0
2,0.88,0.99,0.16,0
2,0.88,0.99,0.16,0
2,0.85,0.97,0.1,0
2,0.85,0.97,0.1,0
2,0.85,0.97,0.1,0
2,0.92,0.99,0.11,0
2,0.92,0.99,0.11,0
2,0.92,0.99,0.11,0
2,0.92,0.99,0.11,0
2,0.86,0.98,0.09,0
2,0.86,0.98,0.09,0
2,0.86,0.98,0.09,0
2,0.98,0.99,0.06,0
2,0.98,0.99,0.06,0
2,0.98,0.99,0.06,0
2,0.78,0.99,0.06,0
2,0.99,0.79,0,0
2,0.99,0.79,0,0
2,0.99,0.99,0.26,0
2,0.99,0.99,0.26,0
2,1,1,0,0
2,0.99,0.99,0.03,0
2,0.99,0.99,0.06,0
2,0.99,0.99,0.06,0
2,0.99,0.99,0.06,0
2,0.99,0.99,0.06,0
2,0.99,0.99,0.06,0
2,0.99,0.99,0.06,0
2,0.96,0.99,0.07,0
2,0.96,0.99,0.07,0
2,0.96,0.99,0.07,0
2,0.96,0.99,0.07,0
2,0.98,0.99,0.12,0
2,0.98,0.99,0.12,0
2,0.98,0.99,0.12,0
2,0.99,0.99,0.09,0
2,0.99,0.99,0.09,0
2,0.99,0.99,0.09,0
2,0.99,0.99,0.09,0
2,0.97,0.99,0.06,0
2,0.97,0.99,0.06,0
2,0.97,0.99,0.06,0
2,0.96,0.99,0.1,0
2,0.96,0.99,0.1,0
2,0.96,0.99,0.1,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.08,0
2,0.99,0.99,0.15,0
2,0.99,0.99,0.15,0
2,0.99,0.99,0.15,0
2,0.99,0.99,0.14,0
2,0.99,0.99,0.14,0
2,0.99,0.99,0.14,0
2,0.86,0.8,0.13,0
2,0.86,0.8,0.13,0
2,0.86,0.8,0.13,0
2,0.89,0.99,0.13,0
2,0.89,0.99,0.13,0
2,0.89,0.99,0.13,0
2,0.99,0.99,0.1,0
2,0.99,0.99,0.1,0
2,0.99,0.99,0.1,0
2,0.99,0.99,0.15,0
2,0.99,0.99,0.15,0
2,0.99,0.99,0.15,0
2,0.99,0.99,0.15,0
2,0.96,0.99,0.12,0
2,0.99,0.99,0,2
2,1,0.99,0.06,2
2,0.83,0.51,0.06,2
2,0.99,0.81,0.1,2
2,0.99,0.81,0.1,2
2,0.99,0.99,0.2,2
2,0.99,0.99,0.2,2
2,0.99,0.99,0.2,2
2,0.99,0.99,0.2,2
2,0.99,0.99,0.2,2
2,0.99,0.99,0.2,2
2,0.92,0.99,0.64,2
2,0.92,0.99,0.64,2
2,0.92,0.99,0.64,2
2,0.99,0.99,0.95,2
2,0.99,0.99,0.95,2
2,0.99,0.99,0.95,2
2,0.99,0.99,0.95,2
2,0.99,0.99,0.95,2
2,0.99,0.99,0.95,2
2,0.81,0.99,0.66,2
2,0.81,0.99,0.66,2
2,0.81,0.99,0.66,2
2,0.92,0.99,0.16,2
2,0.92,0.99,0.16,2
2,0.92,0.99,0.16,2
2,0.92,0.99,0.16,2
2,0.92,0.99,0.16,2
2,0.92,0.99,0.16,2
2,0.84,0.99,0.13,2
2,0.84,0.99,0.13,2
2,0.84,0.99,0.13,2
2,0.84,0.99,0.13,2
2,0.99,0.99,0.26,2
2,0.99,0.99,0.26,2
2,0.99,0.99,0.26,2
2,0.99,0.99,0.26,2
2,0.99,0.99,0.41,2
2,0.99,0.99,0.41,2
2,0.99,0.99,0.41,2
2,0.98,0.99,0.43,2
2,0.98,0.99,0.43,2
2,0.98,0.99,0.43,2
2,0.99,0.99,0.3,2
2,0.99,0.99,0.3,2
2,0.99,0.99,0.3,2
2,0.99,0.99,0.29,2
2,0.99,0.99,0.29,2
2,0.99,0.99,0.29,2
2,0.99,0.99,0.29,2
2,0.99,0.99,0.35,2
2,0.99,0.99,0.35,2
2,0.99,0.99,0.35,2
2,0.99,0.99,0.37,2
2,0.99,0.99,0.37,2
2,0.99,0.99,0.37,2
2,0.99,0.99,0.33,2
2,0.99,0.99,0.33,2
2,0.99,0.99,0.33,2
2,0.99,0.99,0.95,2

